openalex_id,doi,url,title,publication_year,authors,source,publisher,issn,volume,issue,pages,keywords,abstract,type,q1_scope,q2_overview,q3_diagnostics_frameworks,q4_narratives,rationale,error_log,source_type,is_oa,oa_url,cited_by_count,countries,institutions,topics,sdgs,funders
W4309857898,https://doi.org/10.2903/sp.efsa.2022.en-7667,https://doi.org/10.2903/sp.efsa.2022.en-7667,Applying the Darwin Core data standard to wildlife disease – advancements toward a new data model,2022,"Francesca Jaroszynska, Guillaume Body, Sophie Pamerlon, Anne‐Sophie Archambeau",EFSA Supporting Publications,European Food Safety Authority,2397-8325,19,11,,Wildlife; Flexibility (engineering); Variety (cybernetics); Data sharing; Biodiversity; Wildlife disease; Data science; Environmental data; Environmental resource management; Computer science; Geography; Ecology; Environmental science; Medicine; Economics; Biology,"Wildlife diseases have an impact on biodiversity, economy, and public health. As this impact increases with climate change, land-use change and trade, a multidisciplinary approach in analysing data from these different disciplines is increasingly required. The need for a common data standard to improve data sharing of surveillance efforts is thus larger than ever to enable transnational proactive and reactive measures to be taken. The Enetwild consortium, funded by the European Food and Safety Authority (EFSA), evaluated the capacity for the Darwin Core standard to handle wildlife disease data. In addition to two new terms previously proposed by Enetwild, the Darwin Core standard proved to have the flexibility to handle complex datasets from a wide variety of research and surveillance sources from local to international scales. Integration of the data model to the Global Biodiversity Information Facility is discussed, and controlled vocabularies specific to epidemiological data are proposed.",article,True,True,False,True,"The paper is in scope as it discusses an interdisciplinary effort (Enetwild consortium) to improve data sharing and semantic interoperability for wildlife disease data using the Darwin Core standard and proposing controlled vocabularies. It serves as an overview of Enetwild's specific initiative to evaluate and advance the Darwin Core standard. It does not propose macroscopic frameworks or diagnose challenges broadly, but rather focuses on a specific application. However, it does evaluate how the Darwin Core standard was adapted and advanced for this specific interdisciplinary domain, detailing the process and outcomes of this effort.",,journal,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.2903/sp.efsa.2022.EN-7667,4,FR; DK,Global Biodiversity Information Facility; Office Français de la Biodiversité; Institut de Recherche pour le Développement,Species Distribution and Climate Change; Zoonotic diseases and public health; Wildlife Ecology and Conservation,,
W2605211635,https://doi.org/10.5334/dsj-2017-016,https://doi.org/10.5334/dsj-2017-016,"Building a Disciplinary, World-Wide Data Infrastructure",2017,"Françoise Genova, Christophe Arviset, Bridget M. Almas, Laura Bartolo, Daan Broeder, Emily Law, Brian McMahon",Data Science Journal,Ubiquity Press,1683-1470,16,,,Interoperability; Discipline; Data sharing; Agency (philosophy); Incentive; Key (lock); Corporate governance; Work (physics),"Sharing scientific data with the objective of making it discoverable, accessible, reusable, and interoperable requires work and presents challenges being faced at the disciplinary level to define in particular how the data should be formatted and described. This paper represents the Proceedings of a session held at SciDataCon 2016 (Denver, 12–13 September 2016). It explores the way a range of disciplines, namely materials science, crystallography, astronomy, earth sciences, humanities and linguistics, get organized at the international level to address those challenges. The disciplinary culture with respect to data sharing, science drivers, organization, lessons learnt and the elements of the data infrastructure which are or could be shared with others are briefly described. Commonalities and differences are assessed. Common key elements for success are identified: data sharing should be science driven; defining the disciplinary part of the interdisciplinary standards is mandatory but challenging; sharing of applications should accompany data sharing. Incentives such as journal and funding agency requirements are also similar. For all, social aspects are more challenging than technological ones. Governance is more diverse, often specific to the discipline organization. Being problem‐driven is also a key factor of success for building bridges to enable interdisciplinary research. Several international data organizations such as CODATA, RDA and WDS can facilitate the establishment of disciplinary interoperability frameworks. As a spin‐off of the session, a RDA Disciplinary Interoperability Interest Group is proposed to bring together representatives across disciplines to better organize and drive the discussion for prioritizing, harmonizing and efficiently articulating disciplinary needs.",article,True,False,True,True,"The paper is in scope as it discusses interdisciplinary efforts across diverse fields to define data formatting and description for FAIR principles, explicitly addressing sociotechnical challenges. It is not an overview of a single initiative but rather a comparative analysis of multiple disciplinary approaches and a proposal for a new interest group. It diagnoses structural challenges and identifies macroscopic principles for success, and it evaluates the 'lessons learnt' and organizational approaches of various disciplines in building data infrastructure.",,journal,True,http://datascience.codata.org/articles/10.5334/dsj-2017-016/galley/657/download/,8,NL; FR; GB; ES; US,Northwestern University; Jet Propulsion Laboratory; International Union of Crystallography; Observatoire astronomique de Strasbourg; Tufts University; European Space Astronomy Centre; Meertens Institute; Université de Strasbourg,Research Data Management Practices; Scientific Computing and Data Management; Library Science and Information Systems,,
W2944194770,https://doi.org/10.5334/dsj-2019-015,https://doi.org/10.5334/dsj-2019-015,Fostering Data Sharing in Multidisciplinary Research Communities: A Case Study in the Geospatial Domain,2019,"Martina Zilioli, Simone Lanucara, Alessandro Oggioni, Cristiano Fugazza, Paola Carrara",Data Science Journal,Ubiquity Press,1683-1470,18,,,Workflow; Interoperability; Geospatial analysis; Computer science; Multidisciplinary approach; Knowledge management; Context (archaeology); Reuse; Data sharing; Domain (mathematical analysis); Data curation; Data science; World Wide Web; Database; Engineering; Geography,"The sharing of research data allows for information reuse and knowledge advancement but its realization is often a challenge and seldom successful in practice. We propose a workflow for the design of a User Support System (USS) aimed at tutoring research groups in data sharing by considering their social and domain backgrounds. Our engagement approach focuses on multidisciplinary geospatial research, particularly when interoperable data sharing is required. Specifically, we first characterize the research community on the basis of the behavior and competences in data management by its groups and then target the needs of the latter with specific facilities. We address for the first time in literature the issue of modeling research groups as targets of the USS and provide a roadmap to standardize USS activities across different communities. We describe the implementation of the workflow in the context of an Italian research project and we assess the impact of the USS in terms of increase in the number of nodes and resources in the project’s data infrastructure, and of fulfilment of the expectations by the research groups.",article,True,True,True,True,"The paper is in scope as it addresses interdisciplinary data sharing and interoperability in geospatial research, focusing on sociotechnical aspects of data stewardship. It introduces a specific workflow for a User Support System (USS) as a solution. The paper also proposes a generalized roadmap for standardizing USS activities across communities, fitting the framework criterion. Finally, it describes the implementation and assesses the impact of this USS in a specific project, qualifying as an evaluation of an implemented effort.",,journal,True,http://datascience.codata.org/articles/10.5334/dsj-2019-015/galley/829/download/,5,IT,National Research Council; Istituto per il Rilevamento Elettromagnetico dell'Ambiente,Geographic Information Systems Studies; Semantic Web and Ontologies; Scientific Computing and Data Management,"Industry, innovation and infrastructure",
W4401770367,https://doi.org/10.3897/biss.8.135228,http://dx.doi.org/10.3897/biss.8.135228,"Simple Models, Complex Vocabularies: Developing Controlled Vocabularies for an Interdisciplinary Collection Management System in RECODE",2024,"Jutta Buschbom, Ben Collier, Matt Woodburn, Sarah Vincent, Elaine Tsai, Kirstie Toth, Marla Spencer, David J. Smith, Mike Sadka, Tzy-Ting Hsu, Brad Hunn, Josh Humphries, Itan Grinberg, Lucy Ellis, Steen Dupont",Biodiversity Information Science and Standards,Pensoft Publishers,2535-0897,8,,,Simple (philosophy); Computer science; Controlled vocabulary; Data science; Information retrieval,"Situated at the intersection of distinct stakeholder communities and their objectives, collection management systems (CMS) need to integrate and mediate a wide range of demands to provide functionality, user experience, and data fit for purpose. While metadata standards, (e.g., Biodiversity Information Standards (TDWG) Darwin Core (Darwin Core Task Group 2009) and its Latimer Core (Grant et al. 2024), and Pinian Core (Plinian Core Task Group 2021) extensions) and ontologies, (e.g., the World Wide Web Consortium (W3C) Provenance Ontology (Lebo et al. 2013) or the W3C Open Digital Rights Language (Iannella et al. 2018)) provide guidance for structuring data resources and workflows, controlled vocabularies standardize and harmonize the data content in those structures. Controlled vocabularies contribute to differentiating dimensions of information present in metadata concepts and allow comprehensive, information-rich descriptions of reality by aiming to provide well-defined terms that can be clearly understood. Harmonized across scientific and applied disciplines as well as distributed data infrastructures, they contribute to data interoperability, findability, and reusability, and thus to the basis for data sharing and the automation of work processes. Instead of introducing challenges for users, the presentation of context-specific subsets of terms for manual selection as well as automation of context-deducible entries can improve user experiences, work environment efficiency, and (meta)data comprehensiveness. This shifts infrastructure development to an additional layer of rules and constraints (policies) that determine interface dynamics and data validation. Setting these theoretical considerations to the test of practice, we are sharing our experiences and insights gained during the development and implementation of the new collection management system by the RECODE (Rethinking Collections Data Ecosystems) program at the Natural History Museum, London. Controlled vocabularies and their terms constitute a major component in the CMS data model. They present challenges due to their context-specificity and hierarchical nature, for which solutions need to be found. Daily work with controlled vocabularies requires extensive documentation with functionality for creating and tracking provenance, relationships, and mappings, as well as for versioning. There is a need for open, shared repositories and work environments that foster the versatile, user-driven development of terminologies, ontologies, mappings, and digital policies.",article,True,False,True,True,"The paper is in scope as it discusses the development of controlled vocabularies for an interdisciplinary collection management system, focusing on semantic harmonization and FAIR principles. It is not an overview of a specific initiative but rather shares experiences and insights from the development and implementation process. The paper diagnoses structural challenges in developing interdisciplinary vocabularies and proposes generalized needs for their management, qualifying it for Q3. It also serves as an experience report on how a specific semantic harmonization effort was designed and implemented, addressing Q4.",,journal,True,https://biss.pensoft.net/article/135228/download/pdf/,1,GB,Natural History Museum,Semantic Web and Ontologies; Library Science and Information Systems; Digital Humanities and Scholarship,"Industry, innovation and infrastructure",
W4410757266,https://doi.org/10.1017/s0021932025000288,https://doi.org/10.1017/s0021932025000288,Mediating practices in theory and action: apprehending and creating interdisciplinary data in biosocial birth cohort research,2025,"Zoe Boudart, Leticia Merino, Faith Cole, Catherine Borra",Journal of Biosocial Science,Cambridge University Press,0021-9320,,,1-10,Biosocial theory; Timeline; Action (physics); Engineering ethics; Sociology; Psychology; Engineering; Social psychology,"Abstract Biosocial birth cohort studies are uniquely positioned to be novel sites of interdisciplinary research. Their enduring commitment to specific field sites and populations, recurring grant renewal cycles, ability to ask prospective questions while drawing on long-standing data repositories, and more ensure ongoing collaboration and allow research to remain responsive to the evolving needs and timelines of multiple disciplines. However, it is widely recognised that interdisciplinary work is often easier imagined than achieved, and additional conditions are required to facilitate it beyond assembling teams of varied experts. This piece offers mediating practices as a concept that refers to the practical, multi-directional, and relational processes that attempt to resolve tensions that interdisciplinary teams often confront. Mediating practices bridge gaps among different disciplines’ data and methods, often relying on pragmatic strategies, like re-designing data infrastructures or planning action items after a meeting, to do so. As such, mediating practices are crucial to conducting successful interdisciplinary research. Further, the concept of mediating practices foregrounds the actions of junior team members who often perform these practices, highlighting the need to foster epistemic humility and models of horizontal knowledge production in interdisciplinary teams. Here, the authors discuss their experiences and insights as members of interdisciplinary projects and outline how mediating practices emerged in these projects and enabled interdisciplinary success.",article,True,False,True,True,"The paper is in scope as it discusses interdisciplinary collaboration to bridge gaps in data and methods, including redesigning data infrastructures, addressing sociotechnical challenges of data interoperability. It does not provide an overview of a specific initiative but rather proposes a generalized concept ('mediating practices') as a framework for understanding and addressing systemic challenges in interdisciplinary data work. It also serves as an experience report, drawing lessons from the authors' involvement in interdisciplinary projects about the process of achieving data and methods interoperability.",,journal,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/67991E00924D4B2A9FBB68D6FD9097AC/S0021932025000288a.pdf/div-class-title-mediating-practices-in-theory-and-action-apprehending-and-creating-interdisciplinary-data-in-biosocial-birth-cohort-research-div.pdf,0,GB; US,"University of California, Los Angeles; University College London; University of Michigan","Health, Environment, Cognitive Aging; Health disparities and outcomes; Race, Genetics, and Society","Industry, innovation and infrastructure",National Science Foundation; Biotechnology and Biological Sciences Research Council; National Institute of Environmental Health Sciences; Economic and Social Research Council
W3037123663,https://doi.org/10.1525/elementa.422,https://doi.org/10.1525/elementa.422,Building shared information infrastructure for chemical alternatives assessment,2020,"Akos Kokai, Ann Blake, Michel Dedeo, Tom Lent",Elementa Science of the Anthropocene,BioOne,2325-1026,8,,,SAFER; Commons; Stakeholder; Hazard; Process (computing); Knowledge management; Business; Computer science; Public relations; Computer security; Political science,"The substitution of hazardous substances with safer alternatives is being driven by policy pressures and business demands. As a result, scientific techniques for chemical alternatives assessment (CAA) have been established and communities of practice are emerging. Interest in safer chemical substitution is widely shared throughout a range of stakeholder groups across science, industry, public policy, and advocacy. Yet there is an unmet need for intentionally designed public information infrastructure to support the highly knowledge-intensive nature of CAA. We report here on the process of developing the Chemical Hazard Data Commons, an experimental project intended to support a diverse community of practitioners by providing publicly accessible chemical hazard data and tools for understanding it. In an arena where market forces and regulatory regimes have largely failed to generate the necessary knowledge, this project represents a novel application of a commons-based approach emphasizing building shared intellectual and technical capacity for CAA. The Data Commons—now a part of the related Pharos Project—includes an online portal providing simultaneous access to many different sources of information and enabling effective interactions with it. Foremost among these interactions are search and retrieval of hazard information about chemical substances, uniform display of the most relevant information, and the ability to automatically screen substances against consistent and transparent hazard-based criteria. We describe the motivation for the project and report on the principles and key considerations that guided its design as a participatory information infrastructure. We present our approach to organizing chemical information; the process of community engagement and planning; and how we constructed the system to provide functional tools. We discuss the outcomes of the project and highlight important challenges—such as fostering active participation and planning for long-term governance. With this article, we hope to inform future efforts for the collaborative development of knowledge resources for chemical alternatives assessment.",article,True,True,True,True,"The paper is in scope as it describes an interdisciplinary effort (science, industry, policy, advocacy) to build a shared information infrastructure for chemical hazard data, focusing on organizing information and establishing consistent criteria. It serves as a definitive overview of the 'Chemical Hazard Data Commons' project. The paper also discusses the principles guiding its design and highlights structural challenges like fostering participation and long-term governance, thus addressing macroscopic frameworks and diagnostics. Finally, it tells the story of how this specific data commons was designed and implemented, including the development process, community engagement, and lessons learned.",,journal,True,https://online.ucpress.edu/elementa/article-pdf/doi/10.1525/elementa.422/441587/422-7255-1-pb.pdf,6,US,"University of California, Berkeley; Alameda County Public Health Department; Healthy Start",Chemistry and Chemical Engineering; Computational Drug Discovery Methods; Chemical Safety and Risk Management,"Industry, innovation and infrastructure",
W4307834994,https://doi.org/10.7557/5.6591,https://doi.org/10.7557/5.6591,Open Science-friendly national R&amp;D knowledge and information infrastructure,2022,"Hanna Shmagun, Jangsup Shim, Charles Oppenheim, Kwangnam Choi, Kwangho Chun, Jae-Soo Kim",Septentrio Conference Series,Septentrio Academic Publishing,2387-3086,,1,,Metadata; Service (business); Open science; Computer science; World Wide Web; Information infrastructure; Open data; Open research; Data science; Knowledge management; Information system; Business; Engineering,"This paper outlines the functionality of the South Korea’s National Science and Technology Information Service (NTIS), maintained by the Korea Institute of Science and Technology Information (KISTI). NTIS is a “one-stop shop” portal federating information on national R&amp;D projects from multiple databases and metadata aggregators, including links to downloadable Open Access outputs and raw data. Among other functions, it provides a range of services based on R&amp;D information analysis to facilitate open collaboration and knowledge co-development (e.g., providing network maps visualising collaboration among researchers and research institutes based on the field of research interest). In addition, some challenges associated with NTIS are outlined, including a lack of explicit Open Science mandates in national legislation and policies. We also suggest some opportunities for further development of the NTIS platform so that it can better support Open Science. These include, for example, alternative research impact metrics and a virtual laboratory service to be embedded into the NTIS functionality. Insights offered in this paper regarding the Korean experience of building an Open Science infrastructure could be useful to anyone planning to establish an R&amp;D knowledge and information infrastructure, including various Open Science building blocks, in other contexts and countries.",article,True,True,True,True,"The paper describes the functionality, challenges, and opportunities for the South Korea's National Science and Technology Information Service (NTIS), an Open Science infrastructure that federates national R&D information, making it in scope. It provides a definitive overview of this specific initiative. It diagnoses structural challenges related to Open Science mandates and offers generalized insights for building such infrastructure. Finally, it serves as an experience report, extracting lessons from the Korean experience of building this infrastructure.",,conference,True,https://septentrio.uit.no/index.php/SCS/article/download/6591/6757,0,GB; KR,Korea Institute of Science & Technology Information; Robert Gordon University; Korea University of Science and Technology; Korea Advanced Institute of Science and Technology,Academic Publishing and Open Access,"Industry, innovation and infrastructure",
W4367331355,https://doi.org/10.5334/dsj-2023-009,https://doi.org/10.5334/dsj-2023-009,"Improving NASA’s Earth Satellite and Model Data Discoverability for Interdisciplinary Research, Applications, and Education",2023,"Zhong Liu, Chung‐Lin Shie, Suhung Shen, James G. Acker, Angela Li, Jennifer Wei, David Meyer",Data Science Journal,Ubiquity Press,1683-1470,22,,,Discoverability; Computer science; Upload; Data science; The Internet; Data discovery; World Wide Web; Data as a service; Rigour; Cyberinfrastructure; Service (business); Metadata,"Since the Internet era began, numerous earth science data services have been developed to facilitate data discovery (e.g., data sources, documents, facts, visualization, opinions) and data access for research and application activities. For example, a large collection of NASA&rsquo;s earth science data has been made searchable and freely downloadable over the Internet. Some value-added services even allow users to analyze and visualize many variables online (e.g., 2,000+ in NASA Giovanni) without downloading data and software. However, finding and discovering suitable datasets and information for interdisciplinary research (involving two or more scientific disciplines), applications, education, and other emerging activities (e.g., water, food, energy nexus) has been a challenge not only for users, especially for those who are unfamiliar with scientific disciplines, measurements, or models, but also for data producers and service developers who want their data to be discoverable. NASA earth science data are currently archived and distributed at twelve NASA discipline-oriented Distributed Active Archive Centers (DAACs). Even though most datasets are online, search results often contain many similar datasets with limited information for self-guided or heuristic dataset discovery, so some users simply send an inquiry to DAAC support staff for advice. Conducting interdisciplinary research often requires multiple datasets from different data repositories, which can make it even harder to find and discover suitable datasets without additional data services to accommodate these emerging user needs. In this article, we assess current data discovery practices and publications (e.g., reports from working groups) to identify challenges and make actionable recommendations for improving earth science data discoverability and facilitating interdisciplinary activities. Highlights: Status review of earth science data discoverability for interdisciplinary research and applications at NASA GES DISC. Review of data discovery research and working group activity. Discuss challenges and opportunities for interdisciplinary data discovery with recommendations for practitioners.",article,True,False,True,True,"The paper is in scope as it addresses improving data discoverability for interdisciplinary earth science research, focusing on the meta-level mechanics of data stewardship for findability across disciplines. It does not introduce a specific new initiative but rather diagnoses systemic challenges in interdisciplinary data discoverability and makes recommendations. The paper also functions as a review of current practices and working group activities, extracting lessons about the process of improving discoverability.",,journal,True,https://storage.googleapis.com/jnl-up-j-dsj-files/journals/1/articles/1503/644b9162446b9.pdf,2,US,"University of Maryland, Baltimore County; George Mason University; Adnet Systems (United States)",Research Data Management Practices; Scientific Computing and Data Management; Data Quality and Management,,
W4416925781,https://doi.org/10.1177/10556656251398916,https://doi.org/10.1177/10556656251398916,Ethical Considerations for Clinical Data Sharing in Craniofacial Research: Recommendations From a Multidisciplinary Working Group,2025,"Stephanie A. Kraft, Laura P. Stueckle, Kathleen R. Bogart, Canice E. Crerand, Kelly N. Evans, Stephanie M. Fullerton, Alexis L. Johns, Erica Klauber, Sara Kinter, Christy M. McKinney, Amy Mendillo, Alexis Prepotente, Amy Schefer, Nicola Marie Stock, Melissa Tumblin, Carrie L. Heike",The Cleft Palate-Craniofacial Journal,SAGE Publishing,1055-6656,,,10556656251398916,Craniofacial; Multidisciplinary approach; Data sharing; Data collection; Data governance; Research ethics; Trustworthiness; Participant observation,"Objective To propose recommendations for ethical, participant-centered clinical data sharing in craniofacial research. Design Series of deliberative multidisciplinary expert working group meetings to develop recommendations. Setting Two 1-h virtual meetings; one all-day hybrid meeting. Patients, Participants Working group ( n = 16) comprised individuals with expertise in craniofacial research, bioethics, and patient/caregiver advocacy, as well as lived experience of craniofacial conditions. Interventions The working group first reviewed prior empirical data about research participant attitudes about data sharing then drafted initial recommendations that were built on the data and the group's collective expertise. Recommendations were iteratively refined until the group agreed upon their final presentation. Main outcome measures Working group endorsement of recommendations. Results The working group produced 16 recommendations that addressed considerations for primary and secondary researchers, data repositories, and the craniofacial research community across 5 domains. These domains address: (1) research team communication with participants, (2) data collection and protections, (3) data governance, (4) education for researchers, and (5) remaining research gaps. Recommendations highlight the importance of prioritizing the experiences of those with lived experience of craniofacial conditions in decision-making about data sharing, navigating varied perspectives on privacy protections for facial images, and striving to implement trustworthy data sharing and governance practices. Conclusions This summary of recommendations offers guidance for the craniofacial research community to advance participant-centered clinical data sharing practices. Ethical data sharing that accounts for participants’ experiences and values has potential to advance scientific research and improve outcomes for individuals with craniofacial conditions, their families, and their communities.",article,True,False,True,True,"The paper is in scope as it describes an interdisciplinary working group developing recommendations for ethical clinical research data sharing, focusing on data governance and participant-centered practices. It is not an overview of a specific data commons. However, it proposes macroscopic recommendations for how data sharing should be implemented and diagnoses challenges. It also tells the story of how these recommendations (a consensus effort) were designed and developed by the working group.",,journal,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC12720393/,0,GB; US,National Organization for Rare Disorders; University of the West of England; Community Living; Children's Hospital of Los Angeles; Nationwide Children's Hospital; American Cleft Palate-Craniofacial Association; Oregon State University; The Ohio State University; International Craniofacial Institute; University of Washington; Rainier Clinical Research Center,Ethics in Clinical Research; Digital Imaging in Medicine; Research Data Management Practices,,National Institute of Dental and Craniofacial Research
W4304808763,https://doi.org/10.3897/rio.8.e96005,https://doi.org/10.3897/rio.8.e96005,Current Developments in the Research Data Repository RADAR,2022,"Felix Bach, Kerstin Soltau, Sandra Göller, Christian Bonatto Minella",Research Ideas and Outcomes,Pensoft Publishers,2367-7163,8,,,Computer science; Metadata; Upload; Cloud computing; Data management; Interface (matter); Radar; Digital preservation; Application programming interface; World Wide Web; Information repository; Database; Computer data storage; Operating system; Telecommunications,"RADAR is a cross-disciplinary internet-based service for long-term and format-independent archiving and publishing of digital research data from scientific studies and projects. The focus is on data from disciplines that are not yet supported by specific research data management infrastructures. The repository aims to ensure access and long-term availability of deposited datasets according to FAIR criteriaWilkinson et al. 2016 for the benefit of the scientific community. Published datasets are retained for at least 25 years; for archived datasets, the retention period can be flexibly selected up to 15 years. The RADAR Cloud service was developed as a cooperation project funded by the DFG (2013-2016) and started operations in 2017. It is operated by FIZ Karlsruhe - Leibniz-Institute for Information Infrastructure. As a distributed, multilayer application, RADAR is structured into a multitude of services and interfaces. The system architecture is modular and consists of a user interface (frontend), management layer (backend) and storage layer (archive), which communicate with each other via application programming interfaces (API). This open structure and the access to the APIs from outside allows integrating RADAR into existing systems and work processes, e. g. for automated upload of metadata from other applications using the RADAR API. RADAR's storage layer is encapsulated via the Data Center API. This approach guarantees independence from a specific storage technology and makes it possible to integrate alternative archives for the bitstream preservation of the research data. The data transfer to RADAR takes place in two steps: In the first step, the data is transferred to a temporary work storage. The ingest service accepts individual files and packed archives, optionally unpacks them while retaining the original directory structure and creates a dataset. For each file found, the MIME Type (see Multipurpose Internet Mail Extensions specification)) is analysed and stored in the technical metadata. When archiving and publishing, a dataset is created in the second step. The structure of this dataset - the AIP (archival information package) in the sense of the OAIS standard - corresponds to the BagIt standard. It contains, in addition to the actual research data in original order, technical and descriptive metadata (if created) for each file or directory as well as a manifest within one single TAR (""tape archive"", a unix archiving format and utility) file as an entity in one place. This TAR file is stored permanently on magnetic tapes redundantly in three copies at different locations in two academic computing centres. The FAIR Principles are currently being given special importance in the research community. They define measures that ensure the optimal processing of research data, accessibility for both humans and machines, as well as reusability for further research. RADAR also promotes the implementation of the FAIR Principles with different measures and functional features, amongst others: Descriptive metadata are recorded using the internal RADAR Metadata Schema (based on DataCite Metadata Schema 4.0), which supports 10 mandatory and 13 optional metadata fields. Annotations can be made on the dataset level and on the individual files and folders level. A user licence which rules re-use of the data, must be defined for each dataset. Each published dataset receives a DOI which is registered with DataCite. RADAR metadata uses a combination of controlled lists and free text entries. Author identification is ensured by using an ORCID ID and funder identification by CrossRef Open Funder Registry. More interfacing options, e.g. ROR and the Integrated Authority File (GND) are currently implemented. Datasets can be easily linked with other digital resources (e.g. text publications) via a “related identifier”. To maximise data dissemination and discoverability, the metadata of published datasets are indexed in various formats (e.g. DataCite and DublinCore) and offered for public metadata harvesting e.g. via an OAI-provider. These measures are - to our minds - undoubtedly already significant, but not yet sufficient in the medium to long term. Especially in terms of interoperability, we see development potential for RADAR. The FAIR Digital Object (FDO) Framework seems to offer a promising concept, especially to further promote data interoperability and to close respective gaps in the current infrastructure and repository landscape. RADAR aims to participate in this community driven approach also in its role within the National Research Data Infrastructure (NFDI). As part of the NFDI, RADAR already plays a relevant role as a generic infrastructure service in several NFDI consortia (e.g. NFDI4Culture and NFDI4Chem). With RADAR4Chem and RADAR4Culture, FIZ Karlsruhe for example offers researchers from chemistry and the cultural sciences low-threshold data publication services based on RADAR. We successively develop these services further according to the needs of the communities, e.g. by integrating and linking them with subject-specific terminologies, by providing annotation options with subject-specific metadata or by enabling selective reading or previewing options for individual files in existing datasets. In our presentation, we would like to describe the present and future functionality of RADAR and its current level of FAIRness as possible starting points for further discussion with the FDO community with regard to the implementation of the FDO framework for our service.",article,True,True,True,True,"The paper is in scope as it describes RADAR, a cross-disciplinary service focused on FAIR data stewardship, metadata schemas, and interoperability challenges across diverse scientific communities. It serves as a definitive overview of the RADAR initiative. It also discusses macroscopic challenges in interoperability and the potential of the FAIR Digital Object Framework for the broader repository landscape. Finally, it provides an account of RADAR's development, its adaptation to community needs, and ongoing implementation, qualifying it as an experience report.",,journal,True,https://riojournal.com/article/96005/download/pdf/,0,DE,FIZ Karlsruhe – Leibniz Institute for Information Infrastructure,Research Data Management Practices; Scientific Computing and Data Management; Data Quality and Management,"Industry, innovation and infrastructure",
W4293089470,https://doi.org/10.3389/fclim.2022.958533,https://doi.org/10.3389/fclim.2022.958533,Growing pains of a data repository: GRIIDC's evolution from environmental disaster rapid response to promoting FAIR data,2022,"Rosalie Rossi, Deborah A. LeBel, James C. Gibeaut",Frontiers in Climate,Frontiers Media,2624-9553,4,,,Metadata; Computer science; Data sharing; Data management; Data quality; Data management plan; Identifier; Metadata management; Information repository; Data curation; Interoperability; Metadata repository; Data science; World Wide Web; Database; Computer data storage; Business; Service (business),"GRIIDC is a multidisciplinary data repository created in the aftermath of the Deepwater Horizon oil spill. Development of the repository occurred even as researchers collected post-spill data, and as a result, the data management system initially focused on the ingestion of data and metadata. Data sharing was not as prevalent as it is currently, and many researchers were not familiar with data sharing and data organization best practices. Implementation of data management planning, submission, citation, and distribution features required many iterations and occurred while GRIIDC was assisting researchers with managing their rapid response data. From this challenging beginning, over the decade since the Deepwater Horizon oil spill, GRIIDC has improved the data management system and the training of researchers, which has enhanced the ease of submission and quality of data submitted. The GRIIDC system has also evolved to prioritize the implementation of FAIR data principles to ensure the data are findable, accessible, interoperable, and reusable. All data are issued digital object identifiers (DOIs) through DataCite and are findable via GRIIDC's data search page, DataONE, and Google Dataset Search. Each dataset has a landing page where the data and metadata can be accessed. GRIIDC is continuously striving to add FAIR principles to the system. Although there are still many challenges including quality of data and metadata received, funding limitations, and program priorities, GRIIDC must always continue to improve its ability to meet user needs while implementing FAIR data principles.",article,True,True,False,True,"The paper is in scope as it describes a multidisciplinary data repository (GRIIDC) focused on implementing FAIR data principles and addresses sociotechnical challenges in its evolution. It serves as a descriptive overview of this specific initiative. However, it does not propose macroscopic frameworks or generalized diagnoses of challenges, focusing instead on GRIIDC's specific experiences. The paper is an experience report, detailing the 'growing pains' and evolutionary process of building and improving GRIIDC, including lessons learned about implementation and ongoing challenges.",,journal,True,https://www.frontiersin.org/articles/10.3389/fclim.2022.958533/pdf,0,US,Texas A&M University – Corpus Christi,Research Data Management Practices; Scientific Computing and Data Management; Geochemistry and Geologic Mapping,Climate action,
